index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold,Primary Author,Total Revenue,Publisher Profit,Rating Category
953,1990,The Fall of Hyperion,Dan Simmons,eng,Excellent,4.18,63235,nonfiction,641.3,384.78,5.83,1124,Simon and Schuster Digital Sales Inc,4280,Dan Simmons,641.3,384.78,Very Good (4.0-4.5)
954,1987,The Black Dahlia,James Ellroy,en-US,Intermediate,3.75,61412,Fiction,1088.91,653.346,9.99,1127,Random House LLC,4280,James Ellroy,1088.91,653.346,Good (3.5-4.0)
955,1871,"Through the Looking-Glass, and What Alice Found There","Lewis Carroll, John Tenniel, Peter Glassman",eng,Excellent,4.06,63050,fiction,216.91,130.146,1.99,1128,Simon and Schuster Digital Sales Inc,4280,Lewis Carroll,216.91,130.146,Very Good (4.0-4.5)
956,1991,Wild Swans: Three Daughters of China,Jung Chang,en-US,Excellent,4.23,60193,nonfiction,434.91,260.946,3.99,1129,HarperCollins Christian Publishing,4280,Jung Chang,434.91,260.946,Very Good (4.0-4.5)
957,1961,"Go, Dog. Go!",P.D. Eastman,eng,Excellent,4.08,66360,fiction,1160.85,696.51,10.65,1130,Penguin Group (USA) LLC,4280,P.D. Eastman,1160.85,696.51,Very Good (4.0-4.5)
959,2015,Finders Keepers,Stephen King,eng,Excellent,4.03,36541,fiction,107.91,0.0,0.99,1131,"Amazon Digital Services,  Inc.",4280,Stephen King,107.91,0.0,Very Good (4.0-4.5)
960,2009,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631,Fiction,107.91,64.746,0.99,1132,"Amazon Digital Services,  Inc.",4280,Guillermo del Toro,107.91,64.746,Good (3.5-4.0)
961,1890,The Complete Poems of Emily Dickinson,"Emily Dickinson, Thomas H. Johnson",eng,Excellent,4.21,60278,Fiction,543.91,0.0,4.99,1132,"Amazon Digital Services,  Inc.",4280,Emily Dickinson,543.91,0.0,Very Good (4.0-4.5)
962,1956,Old Yeller,Fred Gipson,en-US,Excellent,4.06,69815,Fiction,1502.02,901.212,13.78,1136,Macmillan,4280,Fred Gipson,1502.02,901.212,Very Good (4.0-4.5)
963,2007,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869,nonfiction,107.91,64.746,0.99,1137,"Amazon Digital Services,  Inc.",4280,Steve Martin,107.91,64.746,Good (3.5-4.0)
964,2005,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,Unknown,Excellent,4.01,58841,nonfiction,107.91,0.0,0.99,1138,"Amazon Digital Services,  Inc.",4280,Frank Warren,107.91,0.0,Very Good (4.0-4.5)
965,2000,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,Famous,4.56,54977,Fiction,325.91,0.0,2.99,1140,"Amazon Digital Services,  Inc.",4280,George R.R. Martin,325.91,0.0,Excellent (4.5-5.0)
966,1952,The Borrowers Afield,"Mary Norton, Beth Krush, Joe Krush",Unknown,Excellent,4.02,74820,Fiction,706.32,423.792,6.48,1141,Hachette Book Group,4240,Mary Norton,706.32,423.792,Very Good (4.0-4.5)
967,1999,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063,Fiction,216.91,130.146,1.99,1142,Macmillan,4240,Stephen King,216.91,130.146,Good (3.5-4.0)
969,1982,ç¾Šã‚’ã‚ãã‚‹å†’é™º [HitsujiwomegurubÅken],"Haruki Murakami, Alfred Birnbaum",eng,Intermediate,3.94,55262,nonfiction,960.29,576.174,8.81,1147,Simon and Schuster Digital Sales Inc,4240,Haruki Murakami,960.29,576.174,Good (3.5-4.0)
970,2003,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504,Fiction,598.41,359.046,5.49,1148,Simon and Schuster Digital Sales Inc,4240,Philippa Gregory,598.41,359.046,Good (3.5-4.0)
971,2012,Days of Blood & Starlight,Laini Taylor,en-CA,Excellent,4.21,85746,Fiction,325.91,195.546,2.99,1148,"Amazon Digital Services,  Inc.",4240,Laini Taylor,325.91,195.546,Very Good (4.0-4.5)
972,1984,Jitterbug Perfume,Tom Robbins,eng,Excellent,4.24,48277,Fiction,325.91,0.0,2.99,1148,"Amazon Digital Services,  Inc.",4240,Tom Robbins,325.91,0.0,Very Good (4.0-4.5)
973,2006,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,en-US,Excellent,4.32,60959,Fiction,325.91,195.546,2.99,1149,"Amazon Digital Services,  Inc.",4240,John Flanagan,325.91,195.546,Very Good (4.0-4.5)
974,2012,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886,fiction,620.21,372.126,5.69,1150,Hachette Book Group,4240,Alexandra Bracken,620.21,372.126,Very Good (4.0-4.5)
975,2005,O Zahir,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.56,50921,Fiction,434.91,0.0,3.99,1151,"Amazon Digital Services,  Inc.",4240,Paulo Coelho,434.91,0.0,Good (3.5-4.0)
976,1952,The Power of Positive Thinking,Norman Vincent Peale,eng,Excellent,4.08,52704,Fiction,325.91,0.0,2.99,1152,"Amazon Digital Services,  Inc.",4240,Norman Vincent Peale,325.91,0.0,Very Good (4.0-4.5)
977,2015,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344,Fiction,107.91,0.0,0.99,1153,"Amazon Digital Services,  Inc.",4240,Ruth Ware,107.91,0.0,Good (3.5-4.0)
978,1905,The House of Mirth,"Edith Wharton, Nina Bawden",eng,Intermediate,3.94,60611,Fiction,325.91,0.0,2.99,1154,"Amazon Digital Services,  Inc.",4240,Edith Wharton,325.91,0.0,Good (3.5-4.0)
979,2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,Famous,4.4,65477,Fiction,434.91,0.0,3.99,1155,"Amazon Digital Services,  Inc.",4240,Hiro Mashima,434.91,0.0,Very Good (4.0-4.5)
980,2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716,Fiction,434.91,0.0,3.99,1156,"Amazon Digital Services,  Inc.",4240,Patrick Rothfuss,434.91,0.0,Good (3.5-4.0)
981,1853,Twelve Years a Slave,Solomon Northup,eng,Excellent,4.15,39758,Fiction,543.91,326.346,4.99,1156,Random House LLC,4240,Solomon Northup,543.91,326.346,Very Good (4.0-4.5)
982,2010,"Lover Avenged, part one",J.R. Ward,eng,Famous,4.41,82824,Fiction,543.91,0.0,4.99,1160,"Amazon Digital Services,  Inc.",109,J.R. Ward,543.91,0.0,Very Good (4.0-4.5)
983,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,Excellent,4.16,57259,Fiction,107.91,0.0,0.99,1160,"Amazon Digital Services,  Inc.",109,Nathaniel Philbrick,107.91,0.0,Very Good (4.0-4.5)
984,2006,Infidel,Ayaan Hirsi Ali,eng,Excellent,4.2,58432,Fiction,107.91,0.0,0.99,1161,"Amazon Digital Services,  Inc.",109,Ayaan Hirsi Ali,107.91,0.0,Very Good (4.0-4.5)
985,2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586,Fiction,761.91,0.0,6.99,1161,"Amazon Digital Services,  Inc.",109,Nassim Nicholas Taleb,761.91,0.0,Good (3.5-4.0)
986,2012,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756,Fiction,538.92,0.0,4.99,1164,"Amazon Digital Services,  Inc.",108,Justin Cronin,538.92,0.0,Good (3.5-4.0)
987,1962,ÐžÐ´Ð¸Ð½ Ð´ÐµÐ½ÑŒ Ð˜Ð²Ð°Ð½Ð° Ð”ÐµÐ½Ð¸ÑÐ¾Ð²Ð¸Ñ‡Ð°,"Aleksandr Solzhenitsyn, H.T. Willetts",eng,Intermediate,3.94,61678,Fiction,646.92,388.152,5.99,1166,Hachette Book Group,108,Aleksandr Solzhenitsyn,646.92,388.152,Good (3.5-4.0)
988,1995,The Diamond Age,Neal Stephenson,eng,Excellent,4.19,61836,Fiction,970.92,582.552,8.99,1167,Macmillan,108,Neal Stephenson,970.92,582.552,Very Good (4.0-4.5)
989,1959,A Canticle for Leibowitz,Walter M. Miller Jr.,eng,Intermediate,3.97,66721,Fiction,106.92,0.0,0.99,1167,"Amazon Digital Services,  Inc.",108,Walter M. Miller Jr.,106.92,0.0,Good (3.5-4.0)
990,-441,á¼ˆÎ½Ï„Î¹Î³ÏŒÎ½Î·,"Sophocles, J.E. Thomas",eng,Intermediate,3.6,67608,Fiction,106.92,64.152,0.99,1167,"Amazon Digital Services,  Inc.",108,Sophocles,106.92,64.152,Good (3.5-4.0)
991,2009,Brooklyn,Colm TÃ³ibÃ­n,eng,Intermediate,3.63,55459,Fiction,1659.96,995.976,15.37,1168,"Amazon Digital Services,  Inc.",108,Colm TÃ³ibÃ­n,1659.96,995.976,Good (3.5-4.0)
992,2011,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776,Fiction,412.56,0.0,3.82,1169,"Amazon Digital Services,  Inc.",108,Lauren DeStefano,412.56,0.0,Good (3.5-4.0)
993,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,80737,Fiction,430.92,0.0,3.99,1169,"Amazon Digital Services,  Inc.",108,J.D. Vance,430.92,0.0,Good (3.5-4.0)
994,2003,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,61361,Fiction,430.92,0.0,3.99,1170,"Amazon Digital Services,  Inc.",108,Robert Jordan,430.92,0.0,Good (3.5-4.0)
995,1871,The Red Badge of Courage,Stephen Crane,eng,Novice,3.21,68448,Fiction,1186.92,712.152,10.99,1173,Penguin Group (USA) LLC,108,Stephen Crane,1186.92,712.152,Average (3.0-3.5)
996,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236,Fiction,1150.2,690.12,10.65,1174,Penguin Group (USA) LLC,108,Randall Munroe,1150.2,690.12,Very Good (4.0-4.5)
997,1999,Gardens of the Moon,Steven Erikson,eng,Intermediate,3.85,57993,Fiction,430.92,0.0,3.99,1175,"Amazon Digital Services,  Inc.",108,Steven Erikson,430.92,0.0,Good (3.5-4.0)
998,2006,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461,Fiction,1327.32,796.392,12.29,1179,HarperCollins Publishers,108,Paulo Coelho,1327.32,796.392,Good (3.5-4.0)
999,1978,A Swiftly Tilting Planet,Madeleine L'Engle,eng,Excellent,4.13,75851,Fiction,322.92,0.0,2.99,1182,"Amazon Digital Services,  Inc.",108,Madeleine L'Engle,322.92,0.0,Very Good (4.0-4.5)
1000,2003,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823,Fiction,322.92,0.0,2.99,1183,"Amazon Digital Services,  Inc.",108,Suzanne Collins,322.92,0.0,Good (3.5-4.0)
1001,2011,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494,Fiction,516.24,309.744,4.78,1184,"Amazon Digital Services,  Inc.",108,Jodi Picoult,516.24,309.744,Good (3.5-4.0)
1002,1992,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267,fiction,214.92,128.952,1.99,1186,HarperCollins Publishers,108,Anne Rice,214.92,128.952,Good (3.5-4.0)
1003,2005,The Camel Club,David Baldacci,eng,Excellent,4.02,58973,nonfiction,139.32,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108,David Baldacci,139.32,83.592,Very Good (4.0-4.5)
1004,2006,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436,Fiction,748.44,449.064,6.93,1190,Hachette Book Group,108,James Patterson,748.44,449.064,Very Good (4.0-4.5)
1005,1996,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624,Fiction,106.92,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108,Terry Goodkind,106.92,64.152,Good (3.5-4.0)
1006,2006,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135,Fiction,646.92,388.152,5.99,1193,Hachette Book Group,108,Philippa Gregory,646.92,388.152,Good (3.5-4.0)
1007,2015,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339,Fiction,1186.92,712.152,10.99,1194,Penguin Group (USA) LLC,108,Anne Tyler,1186.92,712.152,Average (3.0-3.5)
1008,2016,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,72052,Fiction,538.92,0.0,4.99,1195,"Amazon Digital Services,  Inc.",108,Colson Whitehead,538.92,0.0,Very Good (4.0-4.5)
1009,2007,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598,Fiction,106.92,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108,Melissa de la Cruz,106.92,64.152,Good (3.5-4.0)
1010,2011,The Iron Queen,Julie Kagawa,eng,Excellent,4.24,82373,nonfiction,430.92,0.0,3.99,1196,"Amazon Digital Services,  Inc.",108,Julie Kagawa,430.92,0.0,Very Good (4.0-4.5)
1011,2012,Losing It,Cora Carmack,eng,Intermediate,3.77,84438,Fiction,538.92,323.352,4.99,1197,HarperCollins Publishers,108,Cora Carmack,538.92,323.352,Good (3.5-4.0)
1012,2012,The Racketeer,John Grisham,Unknown,Intermediate,3.79,48286,Fiction,322.92,193.752,2.99,1198,"Amazon Digital Services,  Inc.",108,John Grisham,322.92,193.752,Good (3.5-4.0)
1013,1999,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422,fiction,1078.92,647.352,9.99,1198,Random House LLC,108,J.M. Coetzee,1078.92,647.352,Good (3.5-4.0)
1014,1928,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,Excellent,4.36,69102,Fiction,214.92,0.0,1.99,1199,"Amazon Digital Services,  Inc.",108,A.A. Milne,214.92,0.0,Very Good (4.0-4.5)
1015,2010,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906,Fiction,430.92,0.0,3.99,1199,"Amazon Digital Services,  Inc.",108,Brent Weeks,430.92,0.0,Very Good (4.0-4.5)
1016,2004,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760,Fiction,322.92,0.0,2.99,1199,"Amazon Digital Services,  Inc.",108,Sue Monk Kidd,322.92,0.0,Average (3.0-3.5)
1017,1970,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119,nonfiction,322.92,193.752,2.99,1200,HarperCollins Publishers,108,Arnold Lobel,322.92,193.752,Very Good (4.0-4.5)
1018,2002,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981,Fiction,105.93,0.0,0.99,1201,"Amazon Digital Services,  Inc.",107,Lemony Snicket,105.93,0.0,Good (3.5-4.0)
1019,2010,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834,Fiction,854.93,512.958,7.99,1201,Random House LLC,107,Ally Carter,854.93,512.958,Good (3.5-4.0)
1020,2016,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865,fiction,919.13,551.478,8.59,1201,Penguin Group (USA) LLC,107,B.A. Paris,919.13,551.478,Good (3.5-4.0)
1021,1974,The Killer Angels,Michael Shaara,en-US,Excellent,4.3,58372,nonfiction,105.93,63.558,0.99,1203,"Amazon Digital Services,  Inc.",107,Michael Shaara,105.93,63.558,Very Good (4.0-4.5)
1022,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,Excellent,4.16,73883,fiction,426.93,256.158,3.99,1206,Penguin Group (USA) LLC,107,Laurell K. Hamilton,426.93,256.158,Very Good (4.0-4.5)
1023,2006,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838,Fiction,1272.23,763.338,11.89,1207,HarperCollins Publishers,107,Jonathan Stroud,1272.23,763.338,Very Good (4.0-4.5)
1024,1896,The Island of Dr. Moreau,H.G. Wells,eng,Intermediate,3.72,60346,Fiction,640.93,0.0,5.99,1212,"Amazon Digital Services,  Inc.",107,H.G. Wells,640.93,0.0,Good (3.5-4.0)
1025,2012,Opal,Jennifer L. Armentrout,Unknown,Excellent,4.34,92014,Fiction,105.93,0.0,0.99,1213,"Amazon Digital Services,  Inc.",107,Jennifer L. Armentrout,105.93,0.0,Very Good (4.0-4.5)
1026,2008,Zeitoun,Dave Eggers,Unknown,Excellent,4.08,55398,Fiction,408.74,0.0,3.82,1214,"Amazon Digital Services,  Inc.",107,Dave Eggers,408.74,0.0,Very Good (4.0-4.5)
1027,2010,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756,nonfiction,319.93,0.0,2.99,1215,"Amazon Digital Services,  Inc.",107,Sharon M. Draper,319.93,0.0,Very Good (4.0-4.5)
1028,2012,Rapture,Lauren Kate,eng,Excellent,4.03,79360,nonfiction,1282.93,769.758,11.99,1216,Random House LLC,107,Lauren Kate,1282.93,769.758,Very Good (4.0-4.5)
1029,2010,Switched,Amanda Hocking,eng,Intermediate,3.89,45319,Fiction,640.93,384.558,5.99,1217,Macmillan,107,Amanda Hocking,640.93,384.558,Good (3.5-4.0)
1030,1957,Ð”Ð¾ÐºÑ‚Ð¾Ñ€ Ð–Ð¸Ð²Ð°Ð³Ð¾,"Boris Pasternak, Max Hayward, Manya Harari, John Bayley",eng,Excellent,4.03,59973,fiction,854.93,512.958,7.99,1217,HarperCollins Publishers,107,Boris Pasternak,854.93,512.958,Very Good (4.0-4.5)
1032,2012,Pines,Blake Crouch,Unknown,Intermediate,3.88,34789,Fiction,105.93,0.0,0.99,1218,"Amazon Digital Services,  Inc.",107,Blake Crouch,105.93,0.0,Good (3.5-4.0)
1033,1994,Disclosure,Michael Crichton,Unknown,Intermediate,3.76,57818,Fiction,854.93,512.958,7.99,1219,Random House LLC,107,Michael Crichton,854.93,512.958,Good (3.5-4.0)
1034,2012,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906,Fiction,426.93,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107,P.D. James,426.93,256.158,Average (3.0-3.5)
1035,1911,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421,nonfiction,405.53,243.318,3.79,1222,HarperCollins Publishers,107,Edith Wharton,405.53,243.318,Average (3.0-3.5)
1036,1992,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347,Fiction,324.21,194.526,3.03,1223,"Amazon Digital Services,  Inc.",107,Jane Hamilton,324.21,194.526,Good (3.5-4.0)
1037,2016,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433,fiction,747.93,448.758,6.99,1223,Penguin Group (USA) LLC,107,Colleen Hoover,747.93,448.758,Very Good (4.0-4.5)
1038,1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,Excellent,4.07,66537,nonfiction,951.23,570.738,8.89,1224,Simon and Schuster Digital Sales Inc,107,O. Henry,951.23,570.738,Very Good (4.0-4.5)
1039,1968,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848,Fiction,319.93,0.0,2.99,1225,"Amazon Digital Services,  Inc.",107,Tom Wolfe,319.93,0.0,Good (3.5-4.0)
1040,1959,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Novice,3.46,55473,Fiction,529.65,317.79,4.95,1226,"Amazon Digital Services,  Inc.",107,William S. Burroughs,529.65,317.79,Average (3.0-3.5)
1041,1991,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",eng,Excellent,4.28,67753,Fiction,426.93,0.0,3.99,1230,"Amazon Digital Services,  Inc.",107,Neil Gaiman,426.93,0.0,Very Good (4.0-4.5)
1042,2001,A Painted House,John Grisham,eng,Intermediate,3.67,59974,nonfiction,105.93,0.0,0.99,1232,"Amazon Digital Services,  Inc.",107,John Grisham,105.93,0.0,Good (3.5-4.0)
1043,1969,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,Excellent,4.05,61888,Fiction,822.83,493.698,7.69,1233,Random House LLC,107,Ursula K. Le Guin,822.83,493.698,Very Good (4.0-4.5)
1044,2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632,fiction,1149.18,689.508,10.74,1235,Penguin Group (USA) LLC,107,John Green,1149.18,689.508,Good (3.5-4.0)
1045,2010,"Full Dark, No Stars",Stephen King,en-US,Excellent,4.03,60672,Fiction,640.93,384.558,5.99,1236,Random House LLC,107,Stephen King,640.93,384.558,Very Good (4.0-4.5)
1046,2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510,Fiction,319.93,0.0,2.99,1237,"Amazon Digital Services,  Inc.",107,Atul Gawande,319.93,0.0,Very Good (4.0-4.5)
1047,1987,Intensity,Dean Koontz,eng,Excellent,4.04,58062,Fiction,104.94,0.0,0.99,1238,"Amazon Digital Services,  Inc.",106,Dean Koontz,104.94,0.0,Very Good (4.0-4.5)
1048,2010,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355,children,477.0,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106,Chelsea Handler,477.0,286.2,Good (3.5-4.0)
1049,1879,Et dukkehjem,"Henrik Ibsen, Michael   Meyer",eng,Intermediate,3.69,69450,Fiction,1588.94,953.364,14.99,1243,Hachette Book Group,106,Henrik Ibsen,1588.94,953.364,Good (3.5-4.0)
1050,1959,Hawaii,James A. Michener,en-GB,Excellent,4.18,59963,Fiction,212.0,0.0,2.0,1243,"Amazon Digital Services,  Inc.",106,James A. Michener,212.0,0.0,Very Good (4.0-4.5)
1051,1961,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550,Fiction,735.64,441.384,6.94,1244,Penguin Group (USA) LLC,106,Richard Yates,735.64,441.384,Good (3.5-4.0)
1052,2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372,Fiction,846.94,508.164,7.99,1247,Random House LLC,106,Rachel Cohn,846.94,508.164,Good (3.5-4.0)
1053,1966,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,Excellent,4.06,67077,nonfiction,1334.54,800.724,12.59,1248,Random House LLC,106,Tom Stoppard,1334.54,800.724,Very Good (4.0-4.5)
1054,2011,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034,Fiction,827.86,496.716,7.81,1249,Penguin Group (USA) LLC,106,Maggie Stiefvater,827.86,496.716,Good (3.5-4.0)
1055,1996,The Beach,Alex Garland,eng,Intermediate,3.91,52333,fiction,589.36,353.616,5.56,1251,Hachette Book Group,106,Alex Garland,589.36,353.616,Good (3.5-4.0)
1056,2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341,Fiction,316.94,0.0,2.99,1253,"Amazon Digital Services,  Inc.",106,Beth Hoffman,316.94,0.0,Good (3.5-4.0)
1057,2012,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932,nonfiction,1058.94,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106,Charlaine Harris,1058.94,635.364,Good (3.5-4.0)
1058,2002,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932,fiction,316.94,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106,Stephen King,316.94,190.164,Good (3.5-4.0)
1059,1955,Beezus and Ramona,Beverly Cleary,Unknown,Intermediate,3.97,75987,Fiction,740.94,444.564,6.99,1257,Random House LLC,106,Beverly Cleary,740.94,444.564,Good (3.5-4.0)
1060,1972,The Farthest Shore,Ursula K. Le Guin,Unknown,Excellent,4.11,65626,nonfiction,210.94,0.0,1.99,1258,"Amazon Digital Services,  Inc.",106,Ursula K. Le Guin,210.94,0.0,Very Good (4.0-4.5)
1061,1996,Airframe,Michael Crichton,eng,Intermediate,3.66,59229,Fiction,104.94,0.0,0.99,1263,"Amazon Digital Services,  Inc.",106,Michael Crichton,104.94,0.0,Good (3.5-4.0)
1062,1982,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432,Fiction,815.14,489.084,7.69,1265,Random House LLC,106,Raymond E. Feist,815.14,489.084,Very Good (4.0-4.5)
1063,2004,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737,Fiction,846.94,508.164,7.99,1266,Random House LLC,106,Jennifer Crusie,846.94,508.164,Good (3.5-4.0)
1064,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,Excellent,4.31,43927,Fiction,316.94,0.0,2.99,1266,"Amazon Digital Services,  Inc.",106,Nelson Mandela,316.94,0.0,Very Good (4.0-4.5)
1065,2014,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379,nonfiction,104.94,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106,John Grisham,104.94,62.964,Good (3.5-4.0)
1066,1989,The Power of One,Bryce Courtenay,eng,Excellent,4.34,57312,Fiction,846.94,508.164,7.99,1270,Random House LLC,106,Bryce Courtenay,846.94,508.164,Very Good (4.0-4.5)
1067,1930,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742,Fiction,846.94,508.164,7.99,1271,Hachette Book Group,106,Dashiell Hammett,846.94,508.164,Good (3.5-4.0)
1068,2011,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028,Fiction,104.94,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106,Kristin Hannah,104.94,62.964,Very Good (4.0-4.5)
1069,1999,Tripwire,Lee Child,eng,Excellent,4.07,55251,Fiction,316.94,0.0,2.99,1273,"Amazon Digital Services,  Inc.",106,Lee Child,316.94,0.0,Very Good (4.0-4.5)
